k,X,Y,Z
,-0.009094238,-1.14906311,-0.510971069
,0.125106812,-0.790863037,-0.069915771
,0.005889893,0.038284302,0.051620483
,-0.288619995,-1.615570068,-1.8409729
,-0.190612793,-0.731292725,-0.385681152
,0.891677856,-0.007110596,-0.424667358
,-0.411270142,-0.967926025,-0.382354736
,-0.340194702,-0.024185181,-0.653930664
,0.619491577,-0.527603149,-1.129226685
