k,X,Y,Z
,0.01776123,-0.84161377,-0.272293091
,0.00642395,-1.641891479,-0.346176147
,0.075805664,-0.826583862,-0.359329224
,0.00769043,0.048019409,-0.127548218
,-0.253601074,-1.569915771,-0.046905518
,-0.504074097,-1.208740234,0.067901611
,0.957672119,-0.233428955,-0.294845581
,-0.04133606,-0.948745728,0.216934204
,-0.705230713,-0.320480347,0.017486572
,0.897628784,-2.126647949,-0.370254517
,-0.277877808,-0.551300049,-0.035064697
