k,X,Y,Z
,0.079116821,-0.849990845,-0.632263184
,-0.115539551,-0.565032959,-0.335571289
,0.061584473,-1.324676514,-0.588699341
,0.014389038,-0.040374756,-0.354873657
,0.029281616,-0.596252441,-0.302505493
,-0.146499634,-1.60836792,-1.51159668
,0.903823853,-0.101577759,-0.710144043
,0.42930603,-0.621948242,-0.495300293
,-0.742172241,-0.720733643,-0.536804199
,0.134689331,-0.608825684,-0.760742188
,0.359085083,-0.788391113,-0.946487427
