k,X,Y,Z
,-0.001739502,-0.952026367,-0.06111145
,0.039779663,-0.832702637,0.135604858
,-0.099563599,-0.398376465,-0.159927368
,-0.1900177,-1.2396698,-1.836471558
,-0.505386353,-0.338027954,-0.976745605
,0.602233887,-0.233032227,-0.197219849
,0.061187744,-0.428009033,-0.510665894
,-0.924072266,-0.150039673,-0.798461914
,0.503967285,-0.109985352,-1.43913269
