k,X,Y,Z
,-0.0703125,-0.74609375,-0.294525146
,-0.024856567,-1.387435913,-0.570419312
,0.014709473,-0.577636719,-0.265975952
,0.056930542,-0.335861206,-0.243927002
,-0.690536499,-2.10534668,-0.207351685
,0.584335327,-0.375152588,-0.120346069
,0.783035278,-0.591598511,-0.182937622
,-0.618026733,-1.029281616,-0.197311401
,-0.139160156,-0.722335815,-0.313674927
,0.589599609,-1.430236816,-0.104751587
