k,X,Y,Z
,0.077255249,-0.799072266,-0.523132324
,0.053237915,-0.791473389,-0.625610352
,-0.044815063,-0.808761597,-0.591995239
,-0.123504639,-0.749542236,-0.671905518
,-0.221282959,-0.744338989,-0.565628052
,-0.084884644,-0.807693481,-0.622512817
,-0.066665649,-0.819595337,-0.549621582
,-0.062911987,-0.842025757,-0.571182251
,-0.052734375,-0.862411499,-0.481674194
,-0.000244141,-0.915512085,-0.376037598
,0.033950806,-0.932418823,-0.31791687
,0.041854858,-0.963363647,-0.365997314
