h,X,Y,Z
,0.007339478,-0.78314209,-0.673202515
,0.025726318,-0.687240601,-0.346115112
,-0.068786621,0.168518066,-0.53352356
,-0.117324829,0.25994873,-2.830215454
,-0.036575317,0.282485962,-1.183395386
,0.015945435,-0.484451294,0.038665771
,0.221755981,0.036224365,-1.056259155
,0.275466919,-0.031921387,-1.524383545
