h,X,Y,Z
,0.080459595,-0.704299927,-0.677200317
,0.093460083,-0.685470581,-0.550872803
,0.129150391,-0.108459473,-0.102416992
,0.434249878,0.363723755,-1.887954712
,0.134277344,0.804962158,-1.285018921
,0.064453125,-0.288223267,0.251998901
,0.288009644,0.124801636,-1.049926758
,0.311233521,-0.041259766,-1.322692871
