h,X,Y,Z
,0.058029175,-0.674163818,0.265701294
,-0.03968811,0.427474976,-0.925323486
,0.055664063,-0.093017578,-2.279785156
,-0.236221313,-0.005264282,-0.516921997
,0.208496094,-0.517333984,0.617675781
,0.216140747,0.334777832,-0.976791382
,0.034072876,-0.055923462,-1.482696533
,0.009674072,-0.033615112,-0.68977356
