h,X,Y,Z
,-0.022018433,-0.924377441,-0.282119751
,0.056106567,-0.608810425,-0.210998535
,0.179473877,0.22958374,-1.267532349
,-0.039199829,0.133483887,-2.164733887
,-0.098175049,0.029922485,0.012329102
,0.070510864,-0.418548584,0.035751343
,0.449508667,-0.29460144,-1.929412842
,0.170272827,4.58E-05,-0.831848145
