e,X,Y,Z
,0.126846313,-0.509918213,-0.883605957
,0.138153076,-0.494140625,-0.826950073
,0.067276001,-0.447509766,-0.892623901
,-0.347213745,-0.215927124,-0.989349365
,0.690429688,-0.529830933,-1.330078125
,0.637008667,-0.421829224,-0.308532715
,0.079528809,-0.465896606,0.054489136
,-0.422302246,-0.001480103,-1.550811768
,0.502609253,0.185073853,-1.216705322
,0.691772461,-0.187469482,-0.749008179
