e,X,Y,Z
,0.181747437,-0.301467896,-0.889373779
,0.039077759,-0.237594604,-1.006958008
,-0.368911743,-0.074707031,-1.085372925
,0.992919922,-0.33744812,-1.962997437
,0.476699829,-0.026550293,0.210586548
,-0.536743164,-0.054641724,-1.059387207
,-0.058151245,0.205062866,-1.403137207
,0.355270386,0.028549194,-0.840042114
