e,X,Y,Z
,0.135726929,-0.147491455,-1.052276611
,-0.029373169,-0.033416748,-1.134552002
,-0.25189209,0.246063232,-1.048248291
,0.968490601,-0.292098999,-1.183105469
,0.548065186,-0.075714111,-0.628692627
,0.009170532,-0.224975586,-0.222869873
,-0.693389893,0.079269409,-2.142730713
,0.225372314,0.406005859,-1.271102905
,0.670578003,-0.152175903,-0.675964355
