e,X,Y,Z
,0.132003784,-0.314941406,-0.96446228
,0.117370605,-0.252853394,-0.998748779
,-0.071807861,-0.005935669,-1.046112061
,0.984512329,-0.494430542,-1.670578003
,0.341400146,-0.213607788,-0.20854187
,-0.834106445,-0.21987915,-1.148590088
,0.207565308,0.031234741,-1.312973022
,0.543716431,-0.094604492,-0.75302124
