x,X,Y,Z
,-0.310272217,-0.634719849,-0.063537598
,-0.34085083,-0.205932617,0.367599487
,0.73600769,-1.184326172,-2.445922852
,0.356719971,-0.395553589,-0.518585205
,0.500717163,-0.539077759,0.114852905
,-0.478424072,-1.002349854,-0.172348022
,-0.213546753,-1.058624268,-0.627380371
