x,X,Y,Z
,-0.242736816,-0.695922852,0.170227051
,-0.171432495,-0.135665894,-0.749664307
,-0.085739136,-0.09223938,-2.488494873
,0.216812134,-0.308029175,-0.391235352
,0.669021606,-0.556915283,0.062591553
,-0.504013062,0.148681641,-1.203308105
,-0.430389404,-0.094467163,-1.204818726
