x,X,Y,Z
,-0.183242798,-0.701217651,0.224700928
,-0.351379395,-0.412109375,0.135894775
,0.219680786,-1.627243042,-1.419494629
,0.309280396,-0.557098389,0.243103027
,0.479171753,-0.28704834,0.128875732
,-0.736618042,-1.483001709,-0.356430054
,-0.202972412,-0.93913269,-0.599517822
