x,X,Y,Z
,-0.038208008,-1.093826294,-0.987426758
,-0.187942505,-0.792877197,-0.460906982
,-0.247299194,-0.010040283,0.402999878
,0.446334839,-0.415313721,-1.680267334
,0.383590698,-0.368408203,-0.262634277
,0.362365723,-0.307983398,0.212478638
,-0.769622803,-0.62071228,-1.397689819
