x,X,Y,Z
,-0.336929321,-0.825195313,0.030960083
,-0.169250488,-0.104141235,0.231231689
,0.223342896,-0.226593018,-2.309310913
,0.231170654,-0.29864502,-0.886657715
,0.562637329,-0.469085693,0.458465576
,0.278717041,0.086456299,-0.559036255
,-0.362823486,-0.242416382,-1.534896851
