x,X,Y,Z
,-0.390487671,-0.273956299,0.025741577
,0.126449585,-0.361984253,-1.85874939
,0.123046875,-0.044219971,-1.187698364
,0.408905029,-0.623886108,-0.08140564
,0.399200439,-0.143066406,0.294830322
,-0.382888794,-0.626739502,-1.654693604
,-0.080764771,-0.517608643,-0.945220947
