n,X,Y,Z
,0.083007813,-1.1822052,-0.510406494
,0.137115479,-1.330612183,-0.353652954
,-0.167114258,0.16784668,-0.049667358
,0.014480591,-1.706451416,-0.281982422
,-0.121124268,-1.086288452,-0.283813477
,0.296600342,-0.559188843,-0.23324585
,0.022216797,-0.891586304,0.177780151
,0.018096924,-1.015136719,-0.070480347
,-0.00769043,-0.926300049,-0.04838562
