n,X,Y,Z
,0.098480225,-1.259292603,-0.562103271
,-0.077026367,-1.161392212,-0.356063843
,0.042068481,-0.12902832,-0.146972656
,0.086624146,-0.951339722,-0.016479492
,-0.111984253,-1.680541992,-0.664581299
,0.057952881,-0.518997192,-0.491378784
