n,X,Y,Z
,0.037963867,-1.334915161,-0.451889038
,-0.178268433,-0.948516846,-0.204727173
,-0.076843262,0.029983521,0.037612915
,0.304351807,-1.89654541,-0.442871094
,0.03918457,-1.181121826,-0.355789185
,0.11126709,-0.571853638,-0.085159302
