n,X,Y,Z
,0.025436401,-1.234207153,-0.406890869
,-0.082702637,-1.131973267,-0.389541626
,-0.078582764,0.117767334,-0.077087402
,0.065826416,-1.333770752,-0.032821655
,-0.084579468,-1.728088379,-0.394989014
,0.040710449,-0.567810059,-0.230133057
