n,X,Y,Z
,0.015136719,-1.062957764,-0.265975952
,-0.046279907,-1.585998535,-0.231124878
,0.046722412,-0.498291016,-0.255523682
,-0.121322632,-0.405822754,0.118148804
,0.190261841,-1.863006592,-0.383804321
,0.021591187,-1.044967651,-0.267074585
,0.10295105,-0.5365448,0.09942627
