n,X,Y,Z
,0.10975647,-1.502639771,-0.539642334
,-0.053634644,-0.725692749,-0.165298462
,-0.1302948,-0.023620605,0.152511597
,0.180221558,-2.069824219,-0.705200195
,0.090179443,-0.919464111,-0.278045654
,0.249237061,-0.567611694,-0.113082886
,0.040359497,-0.956008911,0.230285645
,-0.031784058,-1.032073975,-0.064300537
,-0.056533813,-0.967102051,-0.051452637
