n,X,Y,Z
,0.039962769,-1.131149292,-0.533676147
,-0.056900024,-1.009216309,-0.442840576
,-0.150131226,-0.053848267,0.041687012
,0.064712524,-0.909759521,0.187942505
,0.014190674,-1.781738281,-0.498428345
,0.113143921,-0.875717163,-0.483840942
