n,X,Y,Z
,0.114822388,-0.966308594,-0.287826538
,0.014053345,-1.306854248,-0.354278564
,-0.152114868,-1.401428223,-0.419525146
,-0.116531372,0.316970825,0.086868286
,0.21635437,-1.628921509,-0.532928467
,0.058349609,-1.27255249,-0.369613647
,0.160888672,-0.578323364,-0.102905273
