n,X,Y,Z
,0.094970703,-1.060760498,-0.363174438
,-0.060531616,-1.267913818,-0.369247437
,-0.091644287,-0.080856323,-0.03012085
,-0.139846802,-0.704620361,-0.099227905
,0.116455078,-1.788009644,-0.708984375
,0.122268677,-0.720535278,-0.29208374
