n,X,Y,Z
,0.147369385,-0.903579712,-0.500823975
,0.095535278,-1.389480591,-0.472991943
,-0.15562439,-0.920623779,-0.185699463
,-0.106079102,0.197998047,0.044784546
,0.142288208,-1.719482422,-0.194992065
,-0.072021484,-1.218078613,-0.257659912
,0.38319397,-0.62689209,-0.365341187
,-0.051330566,-0.822021484,0.1587677
,0.023361206,-1.084854126,-0.049621582
