n,X,Y,Z
,-0.031433105,-1.822219849,-0.505828857
,-0.050170898,-0.671813965,-0.32824707
,-0.17048645,0.062591553,-0.004074097
,0.148544312,-1.450302124,0.038879395
,-0.067108154,-1.667053223,-0.498428345
,0.056915283,-0.843154907,-0.344406128
