n,X,Y,Z
,0.080734253,-1.189147949,-0.401473999
,-0.130187988,-1.176513672,-0.476867676
,-0.015762329,-0.045608521,-0.145065308
,-0.122802734,-0.602249146,0.054885864
,-0.285003662,-1.777648926,-0.536575317
,-0.005996704,-0.838882446,-0.25038147
