n,X,Y,Z
,0.146881104,-0.918640137,-0.682220459
,-0.088180542,-1.42338562,-0.560501099
,-0.042449951,-0.056976318,-0.053634644
,-0.114700317,-0.424087524,0.066009521
,0.058319092,-2.278091431,-0.505050659
,-0.049407959,-0.862213135,-0.411987305
,0.195007324,-0.497711182,-0.034454346
