n,X,Y,Z
,0.130187988,-1.085617065,-0.619247437
,-0.175247192,-1.444564819,-0.526535034
,-0.040115356,-0.033889771,0.352203369
,-0.156311035,-0.331924438,-0.352050781
,-0.074615479,-1.886047363,-0.366744995
,0.085494995,-0.97694397,-0.29524231
,0.015563965,-0.559783936,0.173858643
