i,X,Y,Z
,-0.030380249,-0.943954468,-0.261520386
,0.074951172,-0.877258301,-0.017654419
,0.034973145,-0.233673096,-0.042633057
,0.186965942,0.578262329,-1.939254761
,0.225921631,0.480148315,-1.646530151
,0.104354858,-0.224197388,0.177108765
,-0.081298828,-0.62399292,0.970779419
,0.060333252,-0.767150879,-2.071151733
,0.059204102,-0.785369873,-0.330078125
