o,X,Y,Z
,0.295913696,-1.116470337,-0.344741821
,-0.784225464,-0.890213013,-0.400588989
,0.004394531,-0.259933472,0.054794312
,0.380065918,-1.058334351,-0.06993103
,-0.019378662,-1.347305298,-0.582855225
