o,X,Y,Z
,0.189788818,-0.964279175,-0.373428345
,-0.398010254,-1.796340942,-0.634307861
,-0.635147095,-0.61630249,-0.212509155
,0.202636719,-0.232421875,-0.206253052
,0.554748535,-1.138458252,-0.426773071
,-0.3175354,-1.125091553,-0.603897095
