o,X,Y,Z
,0.078308105,-0.707550049,-0.246780396
,-0.598876953,-1.625961304,-0.89515686
,-0.401245117,-0.380737305,-0.079528809
,0.319458008,-0.357574463,0.085189819
,0.302246094,-1.367950439,-0.490600586
,-0.320632935,-1.004226685,-0.532150269
