o,X,Y,Z
,0.131271362,-0.897476196,-0.145751953
,-0.695770264,-1.520141602,-0.538421631
,-0.273132324,0.021789551,0.108764648
,0.728729248,-1.227249146,-0.360473633
,-0.103164673,-1.257980347,-0.518325806
