o,X,Y,Z
,0.070373535,-0.795806885,-0.452255249
,-0.285583496,-1.726135254,-0.845504761
,-0.541809082,-0.434280396,-0.427993774
,0.258605957,-0.441162109,0.075546265
,0.511459351,-1.212356567,-0.491485596
,-0.499160767,-1.001571655,-0.588409424
