o,X,Y,Z
,0.157623291,-0.899642944,-0.192855835
,-0.616943359,-1.274749756,-0.72492981
,-0.252700806,-0.244064331,0.084518433
,0.517105103,-0.943786621,-0.191329956
,-0.079772949,-1.294387817,-0.456924438
