o,X,Y,Z
,0.590515137,-1.57800293,-0.560775757
,-1.047027588,-0.425094604,-0.412414551
,0.443481445,-0.187911987,0.085510254
,0.253845215,-1.351470947,-0.66619873
,0.006439209,-1.063903809,-0.662963867
,0.030410767,-0.7996521,-0.416717529
,0.003356934,-0.876861572,-0.472808838
,-0.00592041,-0.882873535,-0.471588135
,-0.02230835,-0.867736816,-0.46244812
