o,X,Y,Z
,0.022949219,-0.975753784,-0.379470825
,0.032592773,-0.858688354,-0.288772583
,-0.051071167,-1.687927246,-0.847335815
,-0.597854614,-0.204528809,0.000366211
,0.509368896,-0.660476685,-0.200119019
,0.055938721,-1.334487915,-0.654022217
