o,X,Y,Z
,0.570968628,-1.335494995,-0.48210144
,-0.872817993,-0.905471802,-0.497558594
,-0.050827026,-0.347732544,0.057388306
,0.373336792,-0.927230835,-0.021697998
,0.028427124,-1.278335571,-0.44708252
