o,X,Y,Z
,0.168319702,-0.817443848,-0.417053223
,-0.488235474,-1.533477783,-0.564575195
,-0.745651245,-0.630844116,-0.571243286
,0.316574097,-0.398757935,0.181289673
,0.630065918,-0.946228027,0.215011597
,-0.174072266,-1.514572144,-0.584625244
,-0.186218262,-0.674682617,-0.398529053
