o,X,Y,Z
,0.041320801,-1.317321777,-0.630981445
,-0.900985718,-0.528686523,-0.286575317
,0.080917358,-0.406341553,0.147598267
,0.347198486,-1.096282959,0.004165649
,-0.341781616,-1.057281494,-0.533401489
