g,X,Y,Z
,0.100753784,-0.429580688,-0.926803589
,0.39112854,-0.54145813,-0.871368408
,0.514953613,-0.427719116,0.001403809
,-0.985351563,0.273452759,-0.58190918
,0.69670105,-0.062240601,-2.206619263
,0.072540283,0.086166382,0.236480713
,0.012557983,-0.075775146,0.152145386
,0.344711304,0.218185425,-1.688323975
,0.001602173,0.442016602,-1.405761719
,0.027801514,-0.374008179,-0.266860962
