c,X,Y,Z
,0.04335,-0.45422,-0.04616
,0.201492,0.695465,-1.25397
,0.079407,0.563553,-2.23412
,-0.24341,0.177948,-0.13126
,0.274704,-0.22992,0.227982
,1.137253,0.157745,-1.57219
,-0.31253,0.382751,-1.3336
