c,X,Y,Z
,-0.02455,-0.63141,0.054199
,0.195908,0.294067,-0.79962
,-0.12192,0.138138,-3.08142
,-0.21558,0.90181,-0.45627
,0.207947,-0.14648,0.761353
,1.060135,0.156967,-1.27274
,-0.11055,0.076874,-1.74007
