c,X,Y,Z
,-0.10126,-0.80901,-0.48257
,-0.02992,-0.29062,0.001923
,0.018738,0.168015,-2.12302
,-0.46193,0.577454,-0.9744
,0.304688,-0.21855,0.147568
,1.017212,-0.01315,-1.90054
,-0.12817,0.354202,-1.18831
