c,X,Y,Z
,0.013885,-0.80484,-0.37698
,0.080276,0.056091,-0.13757
,0.181854,0.035538,-2.57864
,-0.28923,0.813034,-1.23383
,0.387589,-0.16765,0.269379
,0.851181,-0.06084,-0.92598
,-0.00443,0.288406,-1.45937
