c,X,Y,Z
,0.07196,-0.56461,0.077179
,0.140579,0.439011,-0.58751
,-0.41766,-0.01985,-2.9977
,-0.09497,0.202209,0.055939
,0.402435,-0.01712,0.336563
,0.230392,-0.04936,-1.65076
,0.02121,0.020096,-1.20409
