c,X,Y,Z
,-0.05739,-0.68135,-0.09195
,0.686508,0.334015,-1.32477
,0.310532,0.719162,-2.22923
,-0.26221,0.0737,0.534149
,1.010696,0.110657,-0.62752
,0.479492,0.394394,-1.49428
,0.16188,0.034302,-0.9478
