c,X,Y,Z
,-0.00375,-0.90338,-0.07175
,-0.02679,-0.01199,-0.03879
,0.078461,0.401184,-2.20462
,-0.01511,0.740677,-1.59427
,-0.48351,-0.27112,-0.0079
,0.598465,0.126633,0.238617
,1.155533,0.410385,-1.69569
,-0.17555,0.342148,-0.96297
