c,X,Y,Z
,0.011063,-0.89369,-0.55927
,-0.02335,-0.88843,-0.44878
,0.014557,0.128479,0.202362
,-0.33145,0.283432,-3.72044
,-0.34868,0.645096,-0.33519
,0.609543,-0.25276,-0.10844
,0.437195,0.198547,-1.81253
,-0.48389,0.198837,-0.96527
