d,X,Y,Z
,0.391403198,-0.697906494,-0.967529297
,0.463928223,-0.498703003,-0.079437256
,-0.645980835,0.109298706,0.033905029
,0.063858032,0.972259521,-1.926925659
,0.167907715,1.098358154,-1.765686035
,0.074539185,-0.038528442,0.770355225
,0.045715332,-0.373535156,0.482772827
,0.060913086,0.060562134,-1.301742554
,0.093826294,-0.096603394,-1.23425293
