d,X,Y,Z
,0.130081177,-0.320755005,-0.884963989
,0.221832275,-0.253692627,-0.97227478
,0.640274048,-0.450408936,-1.752151489
,0.302108765,-0.028015137,0.158584595
,-0.937576294,0.963516235,-1.084609985
,0.527297974,0.734481812,-2.379119873
,0.059509277,0.055206299,-0.18157959
,-0.085769653,-0.19682312,0.397628784
,-0.176971436,0.454574585,-2.592300415
