m,X,Y,Z
,-0.030838013,-1.038925171,-0.283111572
,0.012878418,-1.280471802,-0.428253174
,-0.156539917,0.469223022,0.01600647
,-0.007614136,-2.955566406,-0.591873169
,0.100982666,0.102630615,0.104492188
,0.141174316,-1.004730225,-0.28137207
,0.196884155,-1.530563354,-0.714187622
