m,X,Y,Z
,0.199813843,-1.427841187,-0.454544067
,-0.094848633,-0.679656982,-0.344268799
,-0.067565918,0.102401733,-0.286682129
,-0.005249023,-1.762207031,-0.872512817
,0.144302368,0.135879517,-0.0103302
,0.087356567,-1.678771973,-0.253234863
