m,X,Y,Z
,0.099273682,-1.049362183,-0.424072266
,-0.10067749,-1.138442993,-0.318817139
,-0.021011353,-0.150894165,-0.119400024
,-0.279312134,-1.386932373,0.498962402
,-0.070465088,-0.905212402,0.005126953
,0.161499023,-0.177520752,-0.002990723
,0.035614014,-1.48374939,-0.175079346
