m,X,Y,Z
,0.017150879,-0.878555298,-0.26890564
,-0.064300537,-1.218170166,-0.441055298
,0.030853271,-0.96144104,-0.425201416
,-0.073257446,0.164871216,-0.030563354
,-0.016143799,-2.097625732,-0.879486084
,0.061935425,-0.201400757,0.046066284
,0.160507202,-0.676300049,-0.190628052
