m,X,Y,Z
,-0.005722046,-1.547302246,-0.289932251
,-0.090637207,-0.713348389,0.055633545
,-0.093811035,-0.088378906,-0.000396729
,0.179275513,-1.686828613,-0.181777954
,-0.03855896,-1.160766602,-0.131530762
,0.078125,-0.607284546,-0.034729004
,0.074615479,-0.532348633,0.075790405
,0.289093018,-1.580505371,-0.077560425
