m,X,Y,Z
,0.005157471,-1.117126465,-0.454864502
,0.023513794,-1.11882019,-0.468582153
,-0.019851685,-0.313110352,-0.231246948
,-0.031616211,-1.304336548,-0.111663818
,-0.037322998,-0.931686401,-0.005981445
,0.16734314,-0.171279907,0.005523682
,0.112380981,-1.43548584,-0.315734863
