m,X,Y,Z
,0.062469482,-1.193481445,-0.584503174
,0.046157837,-1.161300659,-0.422790527
,-0.114822388,-0.137557983,-0.250686646
,-0.091415405,-1.314788818,0.085952759
,0.025894165,-1.105804443,-0.000488281
,0.056030273,-0.038269043,0.000457764
,0.073120117,-1.429046631,-0.255325317
